article_id,title,url,true_label,predicted_label,predicted_probability,model_name,representation
b14d8624-e18f-4656-90fb-fbd591b0fd91,â¹50-lakh Worth Edible Oil Seized | Visakhapatnam News - Times of India,https://timesofindia.indiatimes.com/city/visakhapatnam/50-lakh-worth-edible-oil-seized/articleshow/90063876.cms,1,0,0.4925789451476644,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
251fb653-571f-41aa-b272-ab133fb6e082,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,1,0,0.3562861852575341,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
50c9ce9f-6baa-4cc6-852e-d17e5eee7638,"Kerala seizes 17,000 litres of fake coconut oil, raids intensified ahead of Onam",http://www.uniindia.com/kerala-seizes-17-000-litres-of-fake-coconut-oil-raids-intensified-ahead-of-onam/south/news/3550881.html,1,0,0.28228610155259776,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
0f7223d7-fe1e-4b1f-8ff5-968cfcf297a9,Fake cooking oil supply deal costs Thane businessman Rs 50 lakh,https://www.mid-day.com/mumbai/mumbai-crime-news/article/thane-businessman-cheated-of-rs-50-lakh-in-fake-cooking-oil-deal-23610294,1,0,0.24653039511184693,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
c26abcda-8d0e-45de-9518-110cc052b8f9,"Madhapur SOT busts adulterated cooking oil racket, two arrested",https://www.en.etemaaddaily.com/world/hyderabad/madhapur-sot-busts-adulterated-cooking-oil-racket-two-arrested:191020,1,0,0.10671403273228369,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
6855e046-c4f3-4758-b886-2f594024cb27,"Dark discoloration, high TPC levels found in used cooking oil of famous fast food chain: What FSSAI says about the health risks",https://timesofindia.indiatimes.com/life-style/food-news/dark-discoloration-high-tpc-levels-found-in-cooking-oil-of-famous-fast-food-chain-what-fssai-says-about-the-health-risks/articleshow/130833701.cms,1,0,0.3145668616909426,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
10ecc441-e883-46d7-a867-85fd8d2ae45d,"Unsafe cooking oil, pungent smell found at KFC in Hyderabad",https://www.siasat.com/unsafe-cooking-oil-pungent-smell-found-at-kfc-in-hyderabad-3493459/,1,0,0.49061862221779307,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
032f07ef-e8b8-4b72-b4f8-6d83bf212ec6,SEA cautions processors on spurious edible oil by mixing glycerine with fatty acids,https://www.thehindubusinessline.com/economy/agri-business/sea-cautions-processors-on-spurious-edible-oil-by-mixing-glycerine-with-fatty-acids/article65730930.ece,1,0,0.11051674592879439,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
0acfc22a-0973-44c1-807f-bdd5e408af5f,"Fake oil found in Bihar, here's how to spot it.",https://www.indiatoday.in/newsmo/video/fake-oil-found-in-bihar-heres-how-to-spot-it-2698982-2025-03-25?utm_source=rss,1,0,0.08345065675686869,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
6be18e63-64fd-4112-93d9-236fd125a37c,50 cases registered during raids on oil shops in A.P.,https://www.thehindu.com/news/national/andhra-pradesh/50-cases-registered-during-raids-on-oil-shops-in-ap/article65360803.ece,1,0,0.1671152931032296,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
582b01e6-f8c4-4f56-849e-4c60f03b06e0,Madhya Pradesh: Sale of loose oil only through vending machine: Collector,https://www.freepressjournal.in/indore/madhya-pradesh-sale-of-loose-oil-only-through-vending-machine-collector,1,0,0.39258908998880737,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
83c2e301-9563-4264-aedd-8d77bf91663c,Alcohol poisoning and edible oil fraud cases soar in India,https://www.foodnavigator-asia.com/Article/2022/08/15/alcohol-poisoning-and-edible-oil-fraud-cases-soar-in-india/,1,0,0.3965777872430334,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
