article_id,title,url,true_label,predicted_label,predicted_probability,model_name,representation
8881cf6e-374b-42f1-af1d-40e11f97d7df,FDA urges âbigâ hotels to hand over excess edible oil for bio-diesel | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms,0,1,0.6640693201513859,tfidf_phrase_svm,title_plus_body
b1c44e6f-9e5e-4ada-9ace-5f0198a5d65a,FDA cracks down on shop selling reused cooking oil - Deshdoot,https://www.deshdoot.com/deshdoot-times/fda-cracks-down-on-shop-selling-reused-cooking-oil,0,1,0.5249601177040256,tfidf_phrase_svm,title_plus_body
ceaa0795-f8e6-44d7-a04b-e2264e1c3e05,Nagpur: Food and drug administration to focus on edible oil during Food Safety Week | Nagpur News - Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-to-focus-on-edible-oil-during-food-safety-week/articleshow/93416043.cms,0,1,0.6346294227699107,tfidf_phrase_svm,title_plus_body
f5f0bba5-30c7-4b3c-afe8-6f96bfdb401f,Punjab &amp; Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration,https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,0,1,0.7370589498434893,tfidf_phrase_svm,title_plus_body
95ca6c45-7ce6-4327-8fae-1e8ad7b53499,Police seize 150 containers of stolen edible oil in Balangir; two arrested | Bhubaneswar News - The Times of India,https://timesofindia.indiatimes.com/city/bhubaneswar/police-seize-150-tins-of-stolen-edible-oil-in-balangir-two-arrested/articleshow/125204052.cms,0,1,0.6011394527024034,tfidf_phrase_svm,title_plus_body
71f9fd0c-69ac-49cb-a69f-581824bf419a,Expired Mustard Oil Seized in Hazaribag Food Safety Raid | Ranchi News - The Times of India,https://timesofindia.indiatimes.com/city/ranchi/expired-mustard-oil-seized-in-hazaribag-food-safety-raid/articleshow/130094279.cms,0,1,0.7909204233880169,tfidf_phrase_svm,title_plus_body
07e977be-0c70-4b36-8959-20d0d0e76b85,"Indore: Edible oil worth Rs 9.90L seized from Palda area, 11 samples taken from factory",https://www.freepressjournal.in/indore/indore-edible-oil-worth-rs-990l-seized-from-palda-area-11-samples-taken-from-factory,0,1,0.6321671305300989,tfidf_phrase_svm,title_plus_body
7f42bee2-603e-4eab-b43d-05d061cb6319,"With pics - Arsh – FCS + FCS2 STRAP: Drive against ‘adulteration mafia’ in Indore: District FCS raids edible oil factory, petrol pump",https://www.freepressjournal.in/indore/with-pics-arsh-fcs-fcs2strapdrive-against-adulteration-mafia-in-indore-district-fcs-raids-edible-oil-factory-petrol-pump,0,1,0.6174127075964719,tfidf_phrase_svm,title_plus_body
75be9b9c-4a5b-4735-9a2b-656806054326,Vigilance officials conduct raids to check hoarding of edible oil,https://www.thehindu.com/news/cities/Visakhapatnam/vigilance-officials-conduct-raids-to-check-hoarding-of-edible-oil/article65202544.ece,0,1,0.7126565259438671,tfidf_phrase_svm,title_plus_body
f794a78d-1d8c-484c-8807-ec8c5620422d,"4,500 litres of edible oil manufactured under unhygienic conditions seized at two private units in Tiruchi",https://www.thehindu.com/news/cities/Tiruchirapalli/4500-litres-of-edible-oil-manufactured-under-unhygienic-conditions-seized-at-two-private-units-in-tiruchi/article66904645.ece,0,1,0.5715179595730696,tfidf_phrase_svm,title_plus_body
31813e5a-3cef-4799-b5ee-46b3b9199647,"FSSAI seizes 1,780 litres of reheated cooking oil, 306 kg of sweets for excessive use of colourants in Coimbatore",https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-1780-litres-of-reheated-cooking-oil-306-kg-of-sweets-for-excessive-use-of-colourants-in-coimbatore/article68810578.ece,0,1,0.5325681019640124,tfidf_phrase_svm,title_plus_body
d829613e-dd41-4d06-8166-c18756ea438e,"365 litres of palm oil stocked in unhygienic, used cans seized from snacks-making unit in Aruppukottai",https://www.thehindu.com/news/cities/Madurai/365-litres-of-palm-oil-stocked-in-unhygienic-used-cans-seized-from-snacks-making-unit-in-aruppukottai/article69901967.ece,0,1,0.6680446957297571,tfidf_phrase_svm,title_plus_body
29c9a3e7-2b10-4da8-baa8-27535ead0a56,"Illegal samosa making unit busted in Hyderabad’s Jiyaguda; stale eggs, used cooking oil seized",https://www.thehindu.com/news/cities/Hyderabad/illegal-samosa-making-unit-busted-in-hyderabads-jiyaguda-stale-eggs-used-cooking-oil-seized/article70768563.ece,0,1,0.5130197579122614,tfidf_phrase_svm,title_plus_body
71f1613e-3c18-41a6-96b2-6e8e4479ac8d,Food safety inspection flags unsafe cooking oil at KFC outlet in Kondapur,https://www.thehindu.com/news/cities/Hyderabad/food-safety-inspection-flags-unsafe-cooking-oil-at-kfc-outlet-in-kondapur/article70940073.ece,0,1,0.7266612377174618,tfidf_phrase_svm,title_plus_body
5,Maharashtra News: Rural Development Minister Jaikumar Gore Announces Suspension Of 2 Engineers Over Irregular Payments,https://www.freepressjournal.in/mumbai/maharashtra-news-rural-development-minister-jaikumar-gore-announces-suspension-of-2-engineers-over-irregular-payments,0,1,0.7385086682066437,tfidf_phrase_svm,title_plus_body
,"Fake khoya, paneer, gulab jamun: Unsafe food worth Rs 4 crore seized in special Diwali drive in UP",https://indianexpress.com/article/cities/lucknow/fsda-diwali-drive-up-seizes-adulterated-unsafe-food-10310818/,0,1,0.7645558719445781,tfidf_phrase_svm,title_plus_body
,"Ahead of Rakshabandhan, FSDA team destroys contaminated sweets, collects samples to check for adulteration",https://www.hindustantimes.com/cities/others/fsda-conducts-extensive-campaign-to-curb-adulteration-ahead-of-rakshabandhan-discards-rs-2-lakh-worth-of-sweets-101693329599774.html,0,1,0.825711125977907,tfidf_phrase_svm,title_plus_body
,Campaign against adulterated food items to continue: Dr Rajesh Kumar,https://garhwalpost.in/campaign-against-adulterated-food-items-to-continue-dr-rajesh-kumar/,0,1,0.7539618102275772,tfidf_phrase_svm,title_plus_body
,"Over 24,000 kg adulterated food items seized ahead of Holi",https://timesofindia.indiatimes.com/city/jaipur/over-24000-kg-adulterated-food-items-seized-ahead-of-holi/articleshow/119088657.cms,0,1,0.785947051154421,tfidf_phrase_svm,title_plus_body
,Officials seize over 14 L worth of adulterated paneer in crackdown,https://timesofindia.indiatimes.com/city/raipur/officials-seize-over-14-l-worth-of-adulterated-paneer-in-crackdown/articleshow/126125110.cms,0,1,0.7021832058683491,tfidf_phrase_svm,title_plus_body
,UP carries out intensive campaign against food adulteration ahead of Diwali,https://www.hindustantimes.com/india-news/up-carries-out-intensive-campaign-against-food-adulteration-ahead-of-diwali-101760866486262.html,0,1,0.6342314667778338,tfidf_phrase_svm,title_plus_body
,Mumbai Fda Team Raids City’s Betel Nut Traders,https://timesofindia.indiatimes.com/city/nagpur/mumbai-fda-team-raids-citys-betel-nut-traders/articleshow/103796119.cms,0,1,0.6161814363141168,tfidf_phrase_svm,title_plus_body
,Bhopal News: 27 Quintals Of Suspected Adulterated Mawa Seized Ahead Of Holi,https://www.freepressjournal.in/bhopal/bhopal-news-27-quintals-of-suspected-adulterated-mawa-seized-ahead-of-holi,0,1,0.5096410914093686,tfidf_phrase_svm,title_plus_body
,"Substandard dates seized, mawa destroyed",https://timesofindia.indiatimes.com/city/kanpur/substandard-dates-seized-mawa-destroyed/articleshow/128825001.cms,0,1,0.7093252005882259,tfidf_phrase_svm,title_plus_body
,Haryana govt tightens food safety inspections before festive rush,https://timesofindia.indiatimes.com/city/gurgaon/haryana-govt-tightens-food-safety-inspections-before-festive-rush/articleshow/123954497.cms,0,1,0.5194656563435917,tfidf_phrase_svm,title_plus_body
,"CMâs war on adulteration: Goods worth 8cr seized, destroyed",https://timesofindia.indiatimes.com/city/lucknow/cms-war-on-adulteration-goods-worth-8cr-seized-destroyed/articleshow/124694141.cms,0,1,0.7133670136552291,tfidf_phrase_svm,title_plus_body
,"Festive Food Safety Drive: Maharashtra FDA Destroys 218 Kg Fake Paneer, 478 Litres Unsafe Milk in Mumbai",https://thelogicalindian.com/festive-food-safety-drive-maharashtra-fda-destroys-218-kg-fake-paneer-478-litres-unsafe-milk-in-mumbai/,0,1,0.5851365707800148,tfidf_phrase_svm,title_plus_body
,Food Samples Collected From Shops Ahead Of Holi,https://timesofindia.indiatimes.com/city/kanpur/food-samples-collected-from-shops-ahead-of-holi/articleshow/98422327.cms,0,1,0.7155474176326395,tfidf_phrase_svm,title_plus_body
,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests",https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articleshow/124199612.cms,0,1,0.5707334768544902,tfidf_phrase_svm,title_plus_body
,Food Adulteration: Barnala admin imposes Rs 2L fine,https://timesofindia.indiatimes.com/city/chandigarh/food-adulteration-barnala-admin-imposes-rs-2l-fine/articleshow/130198058.cms,0,1,0.6924117750874189,tfidf_phrase_svm,title_plus_body
,Special Squads To Conduct Inspections At Food Outlets | Thiruvananthapuram News,https://timesofindia.indiatimes.com/city/thiruvananthapuram/special-squads-to-conduct-inspections-at-food-outlets/articleshow/93977742.cms,0,1,0.573841636172684,tfidf_phrase_svm,title_plus_body
,"Sub-standard bread, stale crispy chicken seized from KFC outlet in Cuttack",https://www.newindianexpress.com/states/odisha/2021/nov/03/sub-standard-bread-stale-crispy-chicken-seized-from-kfc-outlet-in-cuttack-2379146.html,0,1,0.5256559703619365,tfidf_phrase_svm,title_plus_body
,"AMC food department: 409 samples taken from 1,027 food units in 15 days, 27 samples declared unfit & harmful",https://indianexpress.com/article/cities/ahmedabad/amc-food-department-409-samples-taken-from-1027-food-units-in-15-days-27-samples-declared-unfit-harmful-10746785/,0,1,0.5587873014328176,tfidf_phrase_svm,title_plus_body
,"Food safety teams destroy 18kg ‘adulterated’ paneer, inspect fruit ripening units in Ludhiana",https://www.hindustantimes.com/cities/chandigarh-news/food-safety-teams-destroy-18kg-adulterated-paneer-inspect-fruit-ripening-units-in-ludhiana-101779905576737.html,0,1,0.5059608763903919,tfidf_phrase_svm,title_plus_body
,MP: Spice Grinding Unit Sealed For Flouting Norms,https://www.freepressjournal.in/indore/mp-spice-grinding-unit-sealed-for-flouting-norms,0,1,0.5751092625648134,tfidf_phrase_svm,title_plus_body
,Expired treats worth Rs 22L seized in Ghaziabad,https://timesofindia.indiatimes.com/city/noida/expired-treats-worth-rs-22l-seized-in-ghaziabad/articleshow/118902898.cms,0,1,0.5877576738173088,tfidf_phrase_svm,title_plus_body
,BeMC food safety officials raid outlets selling adulterated food,https://timesofindia.indiatimes.com/city/bhubaneswar/bemc-food-safety-officials-raid-outlets-selling-adulterated-food/articleshow/124123078.cms,0,1,0.5982343142453675,tfidf_phrase_svm,title_plus_body
,"350kg paneer, 650kg milk cake destroyed in Jaipur ahead of Diwali for suspected adulteration",https://timesofindia.indiatimes.com/city/jaipur/350kg-paneer-650kg-milk-cake-destroyed-in-jaipur-ahead-of-diwali-for-suspected-adulteration/articleshow/124434918.cms,0,1,0.5065333142937044,tfidf_phrase_svm,title_plus_body
,"UP: FSSAI Seizes 15,000 kg Suspected Adulterated Honey Worth ₹22 Lakhs in Hapur Crackdown Operation",https://thelogicalindian.com/up-fssai-seizes-15000-kg-suspected-adulterated-honey-worth-%E2%82%B922-lakhs-in-hapur-crackdown-operation/,0,1,0.7167724131339247,tfidf_phrase_svm,title_plus_body
,Mumbai: 550 kg fake cheese sold as paneer seized,https://indianexpress.com/article/cities/mumbai/mumbai-550-kg-fake-cheese-sold-as-paneer-seized-10213225/,0,1,0.6237845060465936,tfidf_phrase_svm,title_plus_body
,Crackdown on Food Adulteration in Jamshedpur Ahead of Festive Season,https://timesofindia.indiatimes.com/city/ranchi/crackdown-on-food-adulteration-in-jamshedpur-ahead-of-festive-season/articleshow/114440879.cms,0,1,0.5306493708947149,tfidf_phrase_svm,title_plus_body
,Hyderabad: Cops seize adulterated food worth over Rs 24k,https://www.siasat.com/hyderabad-cops-seize-adulterated-food-worth-over-rs-24k-3106001/,0,1,0.5511089962062935,tfidf_phrase_svm,title_plus_body
,GB Nagar admin to fix gaps in food and drug safety in district,https://www.hindustantimes.com/cities/noida-news/gb-nagar-admin-to-fix-gaps-in-food-and-drug-safety-in-district-101766773786595.html,0,1,0.6441430186537365,tfidf_phrase_svm,title_plus_body
,Unhygienic conditions of Hyderabad hotels greet food cops,https://www.newindianexpress.com/cities/hyderabad/2024/Nov/09/unhygienic-conditions-of-hyderabad-hotels-greet-food-cops,0,1,0.6324045445215741,tfidf_phrase_svm,title_plus_body
,Closure notices issued to 110 food joints in Kerala,https://www.thehindu.com/news/national/kerala/closure-notices-issued-to-110-food-joints-in-kerala/article65389326.ece,0,1,0.7393264791261718,tfidf_phrase_svm,title_plus_body
,"Maharashtra FDA's Week-Long Crackdown Leads To Seizure Of Gutkha, Pan Masala Worth ₹1.58 Crore; 102 Arrested Across State",https://www.freepressjournal.in/mumbai/maharashtra-fdas-week-long-crackdown-leads-to-seizure-of-gutkha-pan-masala-worth-158-crore-102-arrested-across-state,0,1,0.6587000829697502,tfidf_phrase_svm,title_plus_body
,"Food safety officials flag unhygienic conditions at a store in Mahabubnagar, seize ₹60,500 worth snacks",https://www.thehindu.com/news/national/telangana/food-safety-officials-flag-unhygienic-conditions-at-a-store-in-mahabubnagar-seize-60500-worth-snacks/article68991933.ece,0,1,0.6580132585702502,tfidf_phrase_svm,title_plus_body
,2 fall ill after consuming McDonald’s cheese and Theobroma cake,https://timesofindia.indiatimes.com/city/noida/2-fall-ill-after-consuming-mcdonalds-cheese-and-theobroma-cake/articleshow/109739869.cms,0,1,0.6817499606146202,tfidf_phrase_svm,title_plus_body
,1.5 lakh kg expired Amul-branded food destroyed! How Jaipur firm planned to resell products by changing expiry dates,https://economictimes.indiatimes.com/news/new-updates/1-5-lakh-kg-expired-amul-branded-food-destroyed-how-jaipur-firm-planned-to-resell-products-by-changing-expiry-dates/articleshow/129387355.cms,0,1,0.5737525710867218,tfidf_phrase_svm,title_plus_body
,"Pune Hooch Tragedy: Maharashtra FDA Launches Statewide Crackdown On 970 Chemical Suppliers, Seizes Methanol In Thane Raid",https://www.freepressjournal.in/mumbai/pune-hooch-tragedy-maharashtra-fda-launches-statewide-crackdown-on-970-chemical-suppliers-seizes-methanol-in-thane-raid,0,1,0.5466084523166429,tfidf_phrase_svm,title_plus_body
,Amc Collects 136 Samples Of Food Suspected To Be Substandard,https://timesofindia.indiatimes.com/city/ahmedabad/amc-collects-136-samples-of-food-suspected-to-be-substandard/articleshow/113769205.cms,0,1,0.7537774508444762,tfidf_phrase_svm,title_plus_body
,FDA urges caution while buying Diwali sweets,https://timesofindia.indiatimes.com/city/kolhapur/fda-urges-caution-while-buying-diwali-sweets/articleshow/87286991.cms,0,1,0.5396159726763227,tfidf_phrase_svm,title_plus_body
,Food Safety Alert in Vadodara: Water and Kulfi Fail Safety Test,https://timesofindia.indiatimes.com/city/vadodara/food-safety-alert-in-vadodara-water-and-kulfi-fail-safety-test/articleshow/110477761.cms,0,1,0.5201600829783545,tfidf_phrase_svm,title_plus_body
,FDA seizes 231 kg of analogue paneer,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-231-kg-of-analogue-paneer/articleshow/123608045.cms,0,1,0.5650521612039122,tfidf_phrase_svm,title_plus_body
,Notice served on 85 eateries for violating food safety laws,https://www.newindianexpress.com/cities/thiruvananthapuram/2021/aug/28/notice-served-on-85-eateries-for-violating-food-safety-laws-2350724.html,0,1,0.6192069292045206,tfidf_phrase_svm,title_plus_body
