article_id,title,source,date,url,raw_text,cleaned_text,food_keyword,human_label,label_source,review_status,classifier_label,classifier_score,classifier_model,llm_event_present,llm_validator_label,llm_confidence,food_item,adulterant_or_issue,location_city,location_district,location_state,latitude,longitude,quantity,authority_or_evidence,action_taken,date_of_incident,quadrant,ontology_id,ontology_category,evidence_excerpt,notes,round_number,is_demo
86bac12e-b8a4-4295-bbda-5e5606b6982b,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,indiatimes.com,2021-03-10,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,,"Nashik: The Food and Drugs Administration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg of refined soybean oil worth over Rs 9 lakh on Monday. 
C D Salunkhe, the joint commissioner of FDA, Nashik, said they had received information that an oil mill owner was violating the government rules of manufacturing oil and not storing the edible oil in hygienic conditions.
The raid was conducted by food officers S S Deore, A U Raskar under the guidance of Salunkhe and assistant commissioner (food), zone 3, U S Lohokare.
âEdible oil is consumed extensively everywhere. Hence, it is necessary to ensure that it is sold in a way such that it is safe for consumption. Those into manufacturing should ensure that the edible oil is stored in hygienic conditions. In this case, our food safety officers found that the concerned owner was not just far from observing hygienic practices during the manufacturing process but was also selling the oil in loose, which is against the rules,â said Salunkhe. 
In certain situations, the state government relaxes the rules for selling edible oil in packed condition only. It had done so six months back. âHowever, this relaxation ended in February. Thus, it was necessary for the oil mill owner to ensure that post February, the oil he manufactured was sold only in packed condition and not in loose,â said Salunkhe.",Edible Oil,relevant,oil_relevance_review.xlsx:relevant,reviewed,relevant,0.7807067786740691,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
38237e4f-6b76-4d23-a854-743bda65fd24,Patanjali's mustard oil unit in Alwar raided by Rajasthan govt: Report,opindia.com,2021-05-27,https://www.opindia.com/2021/05/patanjali-mustard-oil-mill-alwar-raided-rajasthan-gehlot/,,"As the duel between IMA and founder of Patanjali Ramdev Baba intensifies over the latter’s remark on allopathy, it has now been reported that Alwar collectorate officials have raided Patanjali’s mustard oil manufacturer Singhania oil mill.
As per a Republic World report, a raid was conducted on the mill on the orders of Rajasthan Chief Minister Ashok Gehlot. The mill has been sealed after reportedly large quantities of Patanjali’s packing pouches and goods were ‘recovered’ from the site. It is not clear why the unit was raided.
The reason for the raid is unclear, however, the Alwar collectorate has formed an inquiry committee and hinted that the investigation could be given to CB-CID to probe the matter.
IMA- Ramdev Baba tussle
The Indian Medical Association (IMA) headed by Dr Johnrose Austin Jayalal with Congres leader Dr Navjot Singh Dahiya as the National Vice President has launched a targeted attack on Yog Guru Baba Ramdev since his remarks on allopathy.
The conflict between the two, however, has been fueling since the launch of Coronil advocated by the Union Health Minister. The association since then amidst the pandemic has been running a ‘Say No To Mixopathy’ campaign to restrict the entry of Ayurveda and even made the doctors go on a hunger strike.
IMA has now upped the ante after Baba Ramdev’s statement on allopathy and the allopathic doctors went viral on social media, taking strong objection and issuing letter after letter to ministries and state governments to take stern action against him.
After Baba Ramdev’s rebuttal to their concentrated attack, the IMA has now filed a Rs 1000 crore defamation case over his statements.
IMA’s constant attacks against Baba Ramdev and his Patanjali organisation has intensified after recent reports of the IMA President’s open endorsement and support for using medical resources to spread Christianity in India were noticed. In several interviews and statements, the IMA President JA Jayalal has been found calling for proselytization, even going to the extent of declaring that the Covid pandemic is an opportunity to make the masses accept Jesus.",Edible Oil,irrelevant,oil_relevance_review.xlsx:relevant,reviewed,irrelevant,0.1742762174582033,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
068350a9-1c36-48c8-8fcd-7e5e55a45d21,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,indiatimes.com,2021-06-09,https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,,"Related
To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing Authority to carry out an inspection drive.
As per the FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent.
Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers.
Suresh Nagpal, Chairman of COOIT, said mustard growers will get encouragement to increase the sowing area under mustard crop.",Edible Oil,irrelevant,master_duplicate_label_conflicts.csv,reviewed,irrelevant,0.0180676794115842,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
5bd477ba-ebfb-400d-86db-068f50cb697d,FSSAI urges states to enforce ban on blending of mustard oil with other cooking oils - BusinessToday,businesstoday.in,2021-06-09,https://www.businesstoday.in/current/economy-politics/fssai-urges-states-to-enforce-ban-on-blending-of-mustard-oil-with-other-cooking-oils/story/441253.html,,"Food regulator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with any other cooking oil from June 8. In its notification dated March 8, the FSSAI had prohibited the blending of mustard oil for production of Multi-Sourced Edible Vegetable Oils (MSEVOs) with effect from June 8.
To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing Authority to carry out an inspection drive.
As per the FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent.
Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers.
Suresh Nagpal, Chairman of COOIT, said mustard growers will get encouragement to increase the sowing area under mustard crop.
Higher domestic production of mustard oil will lead to a fall in edible oil imports to some extent, he added.
""Now since there will not be mixing of any other oil, the demand of pure mustard oil will increase,"" Nagpal said.
Also Read: Centre buys record 418.47 lakh tonnes wheat for Rs 82,648 cr in 2021",Edible Oil,irrelevant,master_duplicate_label_conflicts.csv,reviewed,irrelevant,0.0123310403330653,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
102029c5-36e5-40b8-b1e0-1dad0e00be43,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,livemint.com,2021-06-09,https://www.livemint.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil-11623253163555.html,,"FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil
To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing Authority to carry out an inspection drive
PTI
Published9 Jun 2021, 09:16 PM IST
Food regulator FSSAI has asked states to effectively enforce the decision to ban blending of mustard oil with any other cooking oil from June 8. In its notification dated March 8, the FSSAI had prohibited the blending of mustard oil for production of Multi-Sourced Edible Vegetable Oils (MSEVOs) with effect from June 8.
To ensure that the prohibition is effectively enforced, the food regulator has issued an order on June 8 asking all the Commissioners of Food Safety of States/UTs and Central Licensing Authority to carry out an inspection drive. As per the FSSAI regulations, blending of two edible oils is permitted, provided the proportion by weight of any edible vegetable oil used in the blending process is not less than 20 per cent.
Edible Oil industry body COOIT said the move will benefit mustard growers as well as consumers. Suresh Nagpal, Chairman of COOIT, said mustard growers will get encouragement to increase the sowing area under mustard crop. Higher domestic production of mustard oil will lead to a fall in edible oil imports to some extent, he added. ""Now since there will not be mixing of any other oil, the demand of pure mustard oil will increase,"" Nagpal said.",Edible Oil,irrelevant,master_duplicate_label_conflicts.csv,reviewed,irrelevant,0.0346232069587295,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
0fd9131c-7e9d-40c2-86f0-cd90978f26de,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,indiatoday.in,2021-06-10,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,,"Patanjali mustard oil found to be of substandard food quality: Rajasthan govt
According to the Rajasthan government, mustard oil sold by Baba Ramdev's company Patanjali has been found to be substandard by the Food Safety and Standards Authority Laboratory in Alwar.
Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of substandard quality, the Rajasthan government claimed on Wednesday.
According to the state government, five samples of mustard oil supplied to Patanjali by Singhania oil mill were tested. All five samples failed. They were not of the required standard or quality.
Chief Medical Officer Dr Omprakash Meena stated that the food safety of the mustard oil pouches was tested in the presence of the local administration on May 27. The test report was produced by the Food Safety and Standards Authority Laboratory in Alwar.
ALSO READ: Plea in Bihar court seeks sedition case against Baba Ramdev
Meena said that Patanjali’s mustard oil pouch and mustard oil bottle were found to be substandard food items. Sri Sri Tattva brand’s mustard oil also got the same result.
Meanwhile, Parliament brand’s mustard oil was found to be a sub-standard and false food item.
Baba Ramdev’s Patanjali is yet to issue a statement on the issue.
Around two weeks ago, Alwar collectorate officials reportedly raided Singhania oil mill on the orders of Rajasthan Chief Minister Ashok Gehlot. Large quantities of Patanjali’s packing pouches and products were recovered and the mill was sealed.
ALSO READ: Nepal stops distribution of Coronil kits gifted by Patanjali, cites lack of proof on efficacy",Edible Oil,relevant,oil_relevance_review.xlsx:relevant,reviewed,relevant,0.7685099387027947,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
0d9a2856-24c4-4691-9b90-a08bca13e55c,"Nagpur: Adulterated edible oil racket busted, 3 booked | Nagpur News - Times of India",indiatimes.com,2021-06-17,https://timesofindia.indiatimes.com/city/nagpur/adulterated-edible-oil-racket-busted-3-booked/articleshow/83588940.cms,,"NAGPUR: Tehsil police on Tuesday busted an adulterated edible oil manufacturing unit and booked three persons in this connection. 
The cops led by senior PI Jayesh Bhandarkar also seized a huge quantity of adulterated oil being marketed by labelling it as a product by reputed brands.
During the raid, police found around 28 15-litre tins of impure edible oil, fake stickers and other material.
The police have booked three â Prem Gagwani (58, a resident of Badkas Chowk, Mahal), Shankar Durugkar (47, a resident of Hiwri Nagar) and Ashok Keswani (a resident of Ambedkar Chowk, Central Avenue) under sections 51, 52 A, 63, 68A of Copyright Act. 
Police said one Sanjay Tiwari, a resident of Rathod Layout, who is representative of a reputed edible oil company, received complaints regarding rampant sale of adulterated oil under his companyâs brand name. A 15-litre oil can was being sold for Rs2,600. 
Police said the fake unit used labels and logos of genuine products to deceive consumers. âThe accused used to offer hefty commission to the shops to sell the adulterated products,â police said.
Police are carrying out further investigations.",Edible Oil,relevant,oil_relevance_review.xlsx:relevant,reviewed,relevant,0.8942772848383711,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
bce54b87-7d6e-45a4-9273-40ad87a634c8,Cooking Oil Adulteration: Is your cooking oil adulterated with dangerous metanil yellow colour?,indiatimes.com,2021-09-09,https://timesofindia.indiatimes.com/life-style/food-news/is-your-cooking-oil-adulterated-with-dangerous-metanil-yellow-colour/photostory/86060302.cms,,"FSSAI is back with its weekly lessons on how to check food adulteration at home. In the long run, adulterated food can be deadly and that is the reason, FSSAI has started an initiative called #DetectingFoodAdulterants. In this series, every week they share a simple trick that you can try at home to check whether your food is adulterated or not. This week, they have shared a test video on how to detect the use of a prohibited colour like metanil yellow in cooking oil. Here’s how you can check the adulteration at home. (Image: istock)
1. Take a sample of 1 ml oil in a test tube.
2. Add 4ml of distilled water to it and shake the test tube.
3. Take 2ml of this mixture in another test tube and add 2l of concentrated HCL to the mixture.
4. No colour change will be observed in the upper layer of unadulterated oil.
5. While the colour changes in the upper acid of adulterated oil. (Image: istock)
According to experts, metanil yellow is a non-permitted food colour used extensively in India. According to the National Library of Medicine, metanil yellow is not fit for human consumption. As per an animal study conducted in January 1993 by the journal Food Chemistry and Toxicology, there is a link between long-term consumption of metanil yellow and the levels of serotonin, dopamine and noradrenaline in parts of the brain. It reduces the brain's ability to learn and grasp things. (Image: istock)
As per the FSSAI tweet, HCL acid extracts the prohibited colour, like metanil yellow from the adulterated oil sample and shows colour change in the acid layer, while pure oil does not show any change in colour. (Image: istock)
For scrumptious recipes, videos, and exciting food news, subscribe to our free Daily and Weekly Newsletters.",Edible Oil,irrelevant,oil_relevance_review.xlsx:relevant,reviewed,irrelevant,0.4396777931337206,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
78cb9c4b-bab2-417e-9c58-3c77217bd94c,Mumbai DRI seizes heroin worth Rs 125 crore hidden in cooking oil cargo,mid-day.com,2021-10-08,https://www.mid-day.com/mumbai/mumbai-crime-news/article/mumbai-dri-seizes-heroin-worth-rs-125-crore-hidden-in-cooking-oil-cargo-23195807,,"Mumbai DRI seizes heroin worth Rs 125 crore hidden in cooking oil cargo
Further investigations led the DRI to businessman Sandeep Thakker in south Mumbai who admitted that he had given his IMPEX Code to a friend, Jayesh Sanghvi in return for a commission of Rs 10,000 on every import order from Iran
Photo for representational purpose
The Directorate of Revenue Intelligence's (DRI) Mumbai unit has seized a consignment of 25 kg heroin concealed in a consignment of groundnut oil at the Nhava Port Trust in Navi Mumbai, and arrested one person, officials said on Friday.
Following a tipoff, the DRI sleuths swooped on the port on October 4 and detected the huge narcotics contraband, valued at Rs 125 crore, among boxes of a cooking oil container arriving from Iran and are now probing the possibility of a bigger drug smuggling racket with international ramifications for India and other countries.",Edible Oil,irrelevant,oil_relevance_review.xlsx:relevant,reviewed,irrelevant,0.1964506987834955,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
126dd605-80a2-4c79-8f67-9c58cc4d3180,SPECS presents report on adulteration in Mustard Oil,garhwalpost.in,2021-10-30,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,,"By Our Staff Reporter
Dehradun, 28 Oct: SPECS held a campaign on testing of adulteration in Mustard oil from June to September. Volunteers collected 469 samples from Dehradun, Vikas Nagar, Doiwala, Mussoorie, Tehri, Uttarkashi, Rishikesh, Srinagar, Rudraprayag, Joshimath, Gopeshwar, Haridwar, Jaspur, Kashipur, Rudrapur, Ram Nagar, Haldwani, Nainital, Almora and Pithoragarh. As many as 415 samples were found adulterated out of 469 samples.
This was stated at a press conference by Dr Brijmohan Sharma, Secretary, SPECS.
According to him, 100% samples were found adulterated in Mussoorie, Rudraprayag, Joshimath , Gopeshwar and Almora. Adulteration was found in Jaspur (40%), Kashipur (50%), Uttarkashi (95%), Dehradun (94%), Pithoragarh (91%), Tehri (90%), Haldwani (90%), Vikas Nagar (80%), Doiwala (80%), Nainital (71%), Srinagar (80%), Rishikesh (75%), Ram Nagar (67%), Haridwar (65%) and Rudrapur (60%).
The adulteration is due to yellow colour i.e. Metanil yellow, white oil, Castor oil, soybean and groundnut containing cheap cotton seed oil and excess percentage of hexane.
The reason for a large number of health problems is because of the food, which includes the quality of the oil the food is cooked in. Mustard oil is found adulterated with cheap argemone oil which causes dropsy, stated Dr Sharma. The slightest of adulteration can cause irritation or burns, which may not seem like a big deal immediately, but can have harsh effects in the long run.
He also described how to test mustard oil at home. Take at least one cup of oil and keep it in a refrigerator for 2-3 hours. If the oil freezes with some white content, then the oil contains adulteration. There is a rubbing test to check the quality of the mustard oil. Pour some oil on the palms and rub it. If there are any traces of colour and some chemical smell, then it means oil contains some spurious substance. Boil some oil and, if the top layer is full of effervescence means adulteration. Also, take a sample and put drops of lemon in it. If the physical condition changes, it means adulteration.",Edible Oil,relevant,oil_relevance_review.xlsx:relevant,reviewed,relevant,0.8800828730700814,"ens_wavg[tfidf_linsvm/full+bge-large_rbfsvm/oilemb+roberta-base_lead_512/full|0.17,0.67,0.17]",,,,,,,,,,,,,,,,,,,Cross-validated prediction from the final edible-oil ensemble.,1,False
