url,first_round,duplicate_round,first_label,duplicate_label,title,source_file,final_decision
https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,1,2,relevant,relevant,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.opindia.com/2021/05/patanjali-mustard-oil-mill-alwar-raided-rajasthan-gehlot/,1,2,irrelevant,irrelevant,Patanjali's mustard oil unit in Alwar raided by Rajasthan govt: Report,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://economictimes.indiatimes.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil/articleshow/83373116.cms,1,2,relevant,irrelevant,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://www.businesstoday.in/current/economy-politics/fssai-urges-states-to-enforce-ban-on-blending-of-mustard-oil-with-other-cooking-oils/story/441253.html,1,2,relevant,irrelevant,FSSAI urges states to enforce ban on blending of mustard oil with other cooking oils - BusinessToday,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://www.livemint.com/news/india/fssai-asks-states-to-enforce-decision-to-ban-blending-of-mustard-oil-with-other-cooking-oil-11623253163555.html,1,2,relevant,irrelevant,FSSAI asks states to enforce decision to ban blending of mustard oil with other cooking oil,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://timesofindia.indiatimes.com/city/nagpur/adulterated-edible-oil-racket-busted-3-booked/articleshow/83588940.cms,1,2,relevant,relevant,"Nagpur: Adulterated edible oil racket busted, 3 booked | Nagpur News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/food-news/is-your-cooking-oil-adulterated-with-dangerous-metanil-yellow-colour/photostory/86060302.cms,1,2,irrelevant,irrelevant,Cooking Oil Adulteration: Is your cooking oil adulterated with dangerous metanil yellow colour?,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,1,2,relevant,relevant,SPECS presents report on adulteration in Mustard Oil,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,1,2,relevant,relevant,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,1,2,relevant,relevant,24% edible oil samples adulterated: FSSAI | Today News,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/lucknow/imported-edible-oil-worth-rs-30-lakh-seized-in-nanpara/articleshow/88882614.cms,1,2,irrelevant,irrelevant,Utta Pradesh: Imported edible oil worth Rs 30 lakh seized in Nanpara | Lucknow News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/vijayawada/vig-raids-to-check-edible-oil-hoarding/articleshow/90039485.cms,1,2,irrelevant,irrelevant,Vig Raids To Check Edible Oil Hoarding | Vijayawada News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.indiatoday.in/india/story/andhra-pradesh-edible-oil-traders-vigilance-raid-hoarding-black-market-ukraine-import-1921765-2022-03-07,1,2,irrelevant,irrelevant,Russia-Ukraine war: Vigilance officials raid traders in AP after rise in edible oil prices,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/visakhapatnam/50-lakh-worth-edible-oil-seized/articleshow/90063876.cms,1,2,relevant,irrelevant,â¹50-lakh Worth Edible Oil Seized | Visakhapatnam News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,1
https://timesofindia.indiatimes.com/city/vijayawada/vigilance-continues-raids-monitors-edible-oil-trade/articleshow/90341966.cms,1,2,relevant,irrelevant,"Vigilance Continues Raids, Monitors Edible Oil Trade | Vijayawada News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://timesofindia.indiatimes.com/city/indore/40-quintal-cooking-oil-seized-for-violation-of-rules/articleshow/91716408.cms,1,2,irrelevant,irrelevant,40 Quintal Cooking Oil Seized For Violation Of Rules | Indore News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms,1,2,relevant,relevant,Fsda Busts Unit Making Adulterated Vegetable Oil | Varanasi News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
